,Subject,isspam
32638,(OTCBB: GDVI)  Up on New Acquisition,spam 
32639,NYMEX Margin103101.xls,ham 
32640,(±¤°í)¡Ú¡ÚÈÄºÒÁ¦ ¼Õ¸ñ½Ã°è¿Í ÆÈÂî 11900¿ø ÇÑ¹øºÁÀ¯¡Ú¡Ú,spam 
32641,The Natural Gas Industry -- New web-based training,spam 
32642,Omaha - Certificate Status Report,ham 
32643,Rise and shine!,spam 
32644,Enron Mentions,ham 
32645,"=?utf-8?q?This email must alte?=
 =?utf-8?q?r your life history?=
 =?utf-8?q?!?=",spam 
32646,FYI - LA Times story on sales tax increase,ham 
32647,"Trade Count and Volume for November 1, 2001",ham 
32648,Well I never did!,spam 
32649,PIRA Presentations on the US and World Economy,ham 
32650,"=?iso-2022-jp?Q?=1B$B""(L$>5Bz$H>5Bz9-9p""#=1B(B8=1B$B@i=1B(B?=
 =?iso-2022-jp?Q?=1B$BK|1=5F<}F~J}K!Ds6!%a%k%^%,=1B(B?=
 =?iso-2022-jp?Q?=1B$B""#=3F7G/$O!Z#52/#9@iK|1=5F>Z=1B(B?=
 =?iso-2022-jp?Q?=1B$B5rM-%S%8%M%9![$GL\E*C#@.=1B(B?=
 =?iso-2022-jp?Q?6=1B$B@iK|1=5F>Z5rM-<}F~J}K!$""=1B(B?=
 =?iso-2022-jp?Q?=1B$B$j$^$9!!=1B(B-=1B$B#6@iK|1=5F0J2<G/=1B(B?=
 =?iso-2022-jp?Q?=1B$B<}$NJ}$KBg4=3F7^$5$l$F$$$^=1B(B?=
 =?iso-2022-jp?Q?=1B$B$9=1B(B---=1B$BO@$h$j>Z5r$G$9!#!!=1B(B?=",spam 
32651,Year-to-date deals,ham 
32652,¡Ü¡Ü¡Ü¡Ü°¡¼Ö¸°.µðÁ©.LPG°â¿ë Â÷¼¼´ë ¿£ÁøÄÚÆÃÁ¦¡Ü¡Ü¡Ü¡Ü bhjfzlmmntjmbwr ,spam 
32653,How're you doing?,spam 
32654,Agenda Nov. 7th FERC Meeting,ham 
32655,Central Transport File,ham 
32656,Foward looking...,ham 
32657,FW: Price Curves,ham 
32658,"=?iso-2022-jp?Q?=1B$B""(L$>5Bz$H>5Bz9-9p""#=1B(B8=1B$B@i=1B(B?=
 =?iso-2022-jp?Q?=1B$BK|1=5F<}F~J}K!Ds6!%a%k%^%,=1B(B?=
 =?iso-2022-jp?Q?=1B$B""#=3F7G/$O!Z#52/#9@iK|1=5F>Z=1B(B?=
 =?iso-2022-jp?Q?=1B$B5rM-%S%8%M%9![$GL\E*C#@.=1B(B?=
 =?iso-2022-jp?Q?6=1B$B@iK|1=5F>Z5rM-<}F~J}K!$""=1B(B?=
 =?iso-2022-jp?Q?=1B$B$j$^$9!!=1B(B-=1B$B#6@iK|1=5F0J2<G/=1B(B?=
 =?iso-2022-jp?Q?=1B$B<}$NJ}$KBg4=3F7^$5$l$F$$$^=1B(B?=
 =?iso-2022-jp?Q?=1B$B$9=1B(B---=1B$BO@$h$j>Z5r$G$9!#!!=1B(B?=",spam 
32659,"FWD:S E X Y, BI ,CLIT-TICKLIN LADY! kings",spam 
32660,"=?iso-2022-jp?Q?=1B$B""(L$>5Bz$H>5Bz9-9p""#=1B(B8=1B$B@i=1B(B?=
 =?iso-2022-jp?Q?=1B$BK|1=5F<}F~J}K!Ds6!%a%k%^%,=1B(B?=
 =?iso-2022-jp?Q?=1B$B""#=3F7G/$O!Z#52/#9@iK|1=5F>Z=1B(B?=
 =?iso-2022-jp?Q?=1B$B5rM-%S%8%M%9![$GL\E*C#@.=1B(B?=
 =?iso-2022-jp?Q?6=1B$B@iK|1=5F>Z5rM-<}F~J}K!$""=1B(B?=
 =?iso-2022-jp?Q?=1B$B$j$^$9!!=1B(B-=1B$B#6@iK|1=5F0J2<G/=1B(B?=
 =?iso-2022-jp?Q?=1B$B<}$NJ}$KBg4=3F7^$5$l$F$$$^=1B(B?=
 =?iso-2022-jp?Q?=1B$B$9=1B(B---=1B$BO@$h$j>Z5r$G$9!#!!=1B(B?=",spam 
32661,Phillip's New Well,ham 
32662,Power Indices ,ham 
32663,FW: Enron Press Release / Bank Script Conference Call (version 2),ham 
32664,FW: EKT Positions,ham 
32665,"=?iso-2022-jp?Q?=1B$B""(L$>5Bz$H>5Bz9-9p""#=1B(B8=1B$B@i=1B(B?=
 =?iso-2022-jp?Q?=1B$BK|1=5F<}F~J}K!Ds6!%a%k%^%,=1B(B?=
 =?iso-2022-jp?Q?=1B$B""#=3F7G/$O!Z#52/#9@iK|1=5F>Z=1B(B?=
 =?iso-2022-jp?Q?=1B$B5rM-%S%8%M%9![$GL\E*C#@.=1B(B?=
 =?iso-2022-jp?Q?6=1B$B@iK|1=5F>Z5rM-<}F~J}K!$""=1B(B?=
 =?iso-2022-jp?Q?=1B$B$j$^$9!!=1B(B-=1B$B#6@iK|1=5F0J2<G/=1B(B?=
 =?iso-2022-jp?Q?=1B$B<}$NJ}$KBg4=3F7^$5$l$F$$$^=1B(B?=
 =?iso-2022-jp?Q?=1B$B$9=1B(B---=1B$BO@$h$j>Z5r$G$9!#!!=1B(B?=",spam 
32666,Up and doing!,spam 
32667,Hang In There,ham 
32668,Fwd: Fw: IMPORTANT: PLEASE READ,ham 
32669,RE: Master Netting Agreement Assignments,ham 
32670,EBS's ENW 2002 Requirements - Private & Confidential,ham 
32671,Another NDA,ham 
32672,"Revised TW & Astra Negotiated Rate Deal for October, 2001",ham 
32673,Thai blo wjob cocky,spam 
32674,Fwd: FW: Good-bye Judi Herold,ham 
32675,FW: Egret's Overlook Home,ham 
32676,Guten Tag :)),spam 
32677,TAGS homepage,ham 
32678,Generic drugs...the only way to go... ,spam 
32679,Woww..8o-% 0ff Kevin.ruscitti,spam 
32680,The right investment becomes clear,spam 
32681,I'm sure it will come off :),spam 
32682,Enron West Gas Pricing,ham 
32683,E283-1: Real Estate Finance - New Handout Now Available,ham 
32684,Amerex,ham 
32685,Exposure Report,ham 
32686,A few more questions,ham 
32687,RE: ECS Contract Review & New Idea,ham 
32688,Discussion with Rick Hawley,ham 
32689,The right investment becomes clear,spam 
32690,Dr.Gomen I.Blondil,spam 
32691,"Pulpex Bulletin No. 1102 @ November 01, 2001",ham 
32692,Format for receivables reporting,ham 
32693,EOL and OTC deal count for OCT.,ham 
32694,RE: Daily Update,ham 
32695,NDA ,ham 
32696,"=?iso-2022-jp?Q?=1B$B""(L$>5Bz$H>5Bz9-9p""#=1B(B8=1B$B@i=1B(B?=
 =?iso-2022-jp?Q?=1B$BK|1=5F<}F~J}K!Ds6!%a%k%^%,=1B(B?=
 =?iso-2022-jp?Q?=1B$B""#=3F7G/$O!Z#52/#9@iK|1=5F>Z=1B(B?=
 =?iso-2022-jp?Q?=1B$B5rM-%S%8%M%9![$GL\E*C#@.=1B(B?=
 =?iso-2022-jp?Q?6=1B$B@iK|1=5F>Z5rM-<}F~J}K!$""=1B(B?=
 =?iso-2022-jp?Q?=1B$B$j$^$9!!=1B(B-=1B$B#6@iK|1=5F0J2<G/=1B(B?=
 =?iso-2022-jp?Q?=1B$B<}$NJ}$KBg4=3F7^$5$l$F$$$^=1B(B?=
 =?iso-2022-jp?Q?=1B$B$9=1B(B---=1B$BO@$h$j>Z5r$G$9!#!!=1B(B?=",spam 
32697,West NatGas Prices 1101,ham 
32698,Re[2]: discussion about her tablets,spam 
32699,ng0627,ham 
32700,Administração Estratégica de Vendas,spam 
32701,Re[8]: talk with your health,spam 
32702,Get cials-tabs - no prior prescription needed,spam 
32703,Re[8]: talk with your health,spam 
32704,Re[1]: talk with your health,spam 
32705,Huge $avings on ALL best-selling Adobe titles,spam 
32706,=?gb2312?B?SmVhbnMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32707,Re[8]: talk with your health,spam 
32708,Re[2]: discussion about her tablets,spam 
32709,=?gb2312?B?SmVhbnMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32710,Re[8]: talk with your health,spam 
32711,Photoshop software for 80 % 0ff,spam 
32712,"=?windows-1251?B?0/Hv5fjt++kg7OXw9+Xt5ODp5+jt4ywg3fT05ery6OLt4P8g5OX/8uXr/O3u8fL8?=
        =?windows-1251?B?IPHl6vDl8uDw/w==?=",spam 
32713,=?gb2312?B?c2hvZXMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32714,=?gb2312?B?SmVhbnMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32715,MS Office 2003 Pro $69.95 XP Pro,spam 
32716,BNP PARIBAS Commodity Futures Weekly EIA Survey,ham 
32717,Re[1]: talk with your health,spam 
32718,100's of titles by MS 2003 Win XP & Photoshop starting @ 9.99,spam 
32719,=?gb2312?B?c2hvZXMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32720,Your Account Will Be Suspended,spam 
32721,Adobe software for 80 % 0ff,spam 
32722,=?GB2312?B?1vjD+8bz0rXE2rK/18rBzw==?=,spam 
32723,=?windows-1251?B?wuD4IPLu4uDwIC0g8/Hr8+Pg?=,spam 
32724,Photoshop Special Deals today 0nly,spam 
32725,=?gb2312?B?SmVhbnMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32726,Re[1]: talk with your health,spam 
32727,Re[5]: talk with your health,spam 
32728,¤ÃÕÁË¹éÒà´é§ J.ANGEL RICE ¹ÇÑµ¡ÃÃÁãËÁèÊÙµÃ¨Ò¡¢éÒÇËÍÁÁÐÅÔâ´Â ¼Ùé¨Ñ´¡ÒÃÍÍ¹äÅ¹ì 22 ÁÔ¶Ø¹ÒÂ¹ 2548 08:58 ¹. ,spam 
32729,Re[8]: talk with your health,spam 
32730,Re[7]: discussion about your health,spam 
32731,=?gb2312?B?c2hvZXMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32732,Re[2]: discussion about her tablets,spam 
32733,=?gb2312?B?SmVhbnMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32734,=?gb2312?B?SmVhbnMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32735,Re[7]: discussion about your health,spam 
32736,=?gb2312?B?c2hvZXMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32737,BNP PARIBAS Commodity Futures EIA Survey......RESULTS!!,ham 
32738,Angela ¦bÁG·Ë¦Ñ·Ý¤G«×»e¤ëªº·Ó¤ù..............AM 12:32:04,spam 
32739,BNP Paribas Commodity Futures NG MarketWatch for 06/26/02,ham 
32740,100's of titles by XP Pro Windows XP & Photoshop starting @ 9.99,spam 
32741,Important PayPal! Account Information,spam 
32742,=?gb2312?B?c2hvZXMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32743,=?gb2312?B?c2hvZXMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32744,Re[2]: discussion about her tablets,spam 
32745,TSC's New Stock of the Week   (NHYF.pk),spam 
32746,Re[1]: talk with your health,spam 
32747,Re[1]: talk with your health,spam 
32748,=?GB2312?B?uN+2y8y4xdC/zrPMW8H1sdjI2S03LzI4sbG+qV0wMTowMDoxOA==?=,spam 
32749,Top of the Line Photoshop Software at Guaranteed L0W PRlCES,spam 
32750,"=?windows-1251?B?0/Hv5fjt++kg7OXw9+Xt5ODp5+jt4ywg3fT05ery6OLt4P8g5OX/8uXr/O3u8fL8?=
        =?windows-1251?B?IPHl6vDl8uDw/w==?=",spam 
32751,Company Spotlight >> NHYF.pk  (Full Profile),spam 
32752,Top of the Line Photoshop Software at Guaranteed L0W PRlCES,spam 
32753,Publications Featuring Employees,ham 
32754,eTimeBanker® Online Update ,spam 
32755,"=?windows-1251?B?0tDTxM7CwN8gys3IxsrAOiDw5fjg5ewg7/Dg6vLo9+Xx6ujlIOfg5OD36Cwg8ODn?=
        =?windows-1251?B?4ejw4OXsIO746OHq6C4=?=",spam 
32756,=?gb2312?B?SmVhbnMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32757,=?gb2312?B?cHVyc2UgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32758,Re[2]: discussion about her tablets,spam 
32759,access trades 6-26,ham 
32760,Re[1]: talk with your health,spam 
32761,Administração Estratégica de Vendas,spam 
32762,"=?windows-1251?B?0/Hv5fjt++kg7OXw9+Xt5ODp5+jt4ywg3fT05ery6OLt4P8g5OX/8uXr/O3u8fL8?=
        =?windows-1251?B?IPHl6vDl8uDw/w==?=",spam 
32763,PIRA's Monthly Gas Forecast Slideshow (06/24/2002),ham 
32764,=?gb2312?B?SmVhbnMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32765,=?gb2312?B?c2hvZXMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32766,=?gb2312?B?SmVhbnMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32767,Bridgeline DPRs for 6/24 & 6/25,ham 
32768,Re[1]: talk with your health,spam 
32769,Pick the ducky TGEACCO@enron.com - for 50k,spam 
32770,NOTICE:Managed Protection Account.,spam 
32771,Re[7]: discussion about your health,spam 
32772,Re[5]: talk with your health,spam 
32773,=?gb2312?B?c2hvZXMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32774,=?gb2312?B?c2hvZXMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32775,Administração Estratégica de Vendas,spam 
32776,Re[7]: discussion about your health,spam 
32777,=?gb2312?B?SmVhbnMgZnJvbSB3d3cubG92ZWluZmFzaGlvbi5jb20=?=,spam 
32778,Re[5]: talk thread about his pills,spam 
32779,Re[7]: discussion about your health,spam 
32780,Re[2]: discussion about your health,spam 
32781,Re[8]: talk with your health,spam 
32782,Re[8]: talk with your health,spam 
32783,Re[2]: discussion about her tablets,spam 
32784,Re[7]: talk with her tablets,spam 
32785,"=?windows-1251?B?0tDTxM7CwN8gys3IxsrAOiDw5fjg5ewg7/Dg6vLo9+Xx6ujlIOfg5OD36Cwg8ODn?=
        =?windows-1251?B?4ejw4OXsIO746OHq6C4=?=",spam 
32786,Re[2]: discussion about her tablets,spam 
32787,BUSINESS MAIL,spam 
32788,Re[7]: discussion about your health,spam 
32789,Policy Narrative # 7 - Background checks,ham 
32790,You can start saving now,spam 
32791,from   Madam  Femia Bangura,spam 
32792,Hey.,spam 
32793,FW: New Gas Deal,ham 
32794,Hey.,spam 
32795,Sample Data Request,ham 
32796,"Project Status Report for the week of July 2, 2001",ham 
32797,Maggie's info,ham 
32798,from   Madam  Femia Bangura,spam 
32799,FW: Western Energy--Fundamentals and Regulations Change Outlooks - CERA Monthly Briefing,ham 
32800,Get_All Premeium_Movie channels _Free,spam 
32801,Party Zone 2005 line-up...,spam 
32802,=?Windows-1251?B?aGV5LiBteSBwaG90b3MuICk=?=,spam 
32803,Party Zone 2005 line-up...,spam 
32804,UDC Meter Procedures,ham 
32805,PG&E GT-NW Receives Open Season Requests Totaling 300-400 MM/d,ham 
32806,"I call WORLDWIDE absolutely F_R_E_E, do you?				pll",spam 
32807,"wrong AD1PEX, C1AAL1S, \/AL1UUM, AMB1EEN, XAANAX, TUSS10NEX, \/1AGRRA several achieve",spam 
32808,"Get pay per view channels FOR NOTHING Wed, 4 Jul 2001 19:22:32 -0800",spam 
32809,Linda,spam 
32810,(±¤°í) ¾óÂ¯¸öÂ¯ ¿©¼ºÈ¸¿øÀÇ Â¥¸´ÇÏ°í È­²öÇÑ È­»ó show~ y  d qgo ,spam 
32811,note,spam 
32812,from   Madam  Femia Bangura,spam 
32813,[EDIS]  STAGE 2 ELECTRICAL EMERGENCY CANCELLATION [Urgent: Statewide],ham 
32814,Investment Idea,spam 
32815,RE: Status report regarding subpenas,ham 
32816,,ham 
32817,You can lose Weight your way  ,spam 
32818,Sithe as of June 29th curves,ham 
32819,Amended Compression Services Agreement,ham 
32820,"±¤°í) ±ÞÇÑÀÚ±Ý,¿¬Ã¼´ë±Ý 6000¸¸¿ø±îÁö ±ò²ûÇÏ¼¼ 36°³¿ùºÐÇÒ...~ @ f zwjy bsfwzb v  ",spam 
32821,"FW: July 2 -- BNA, Inc. Daily Labor Report",ham 
32822,Is this st0ck Undervalued?,spam 
32823,¡Ú¡Ú¡Ú¸ÅÀÏ 100¸¸¿ø ¾¿ ¹ú¾î °¡¼¼¿ä.¡Ú¡Ú¡Ú,spam 
32824,(±¤°í) ¾óÂ¯¸öÂ¯ ¿©¼ºÈ¸¿øÀÇ Â¥¸´ÇÏ°í È­²öÇÑ È­»ó show~ y  d qgo ,spam 
32825,"=?utf-8?q?This report must mod?=
 =?utf-8?q?ify your biography!?=
 =?utf-8?q??=",spam 
32826,"D|SC0UNT C!A""L!S                       """,spam 
32827,"Law applicable to Enron Power Marketing Agreement w/
	Clarksdale",ham 
32828,Fwd: FW: Things To Remember During Stampede,ham 
32829,=?Windows-1251?B?aGV5LiBteSBwaG90b3MuICk=?=,spam 
32830,[EDIS]  STAGE 2 ELECTRICAL EMERGENCY DECLARED [Urgent: Statewide],ham 
32831,"½Å¿ëÀÌ ³·¾Æµµ Á÷ÀåÀÎ ´çÀÏ´ëÃâ 2000¸¸¿ø±îÁö(¹«¹æ¹®,¹«¼­·ù dlydpf b hkkbceayp",spam 
32832,re[19],spam 
32833,¿Ã°Ü¿ï ÃÖ°íÀÇ À¯Çà ¹°°ÇÇÑÁ¤ÆÇ¸Å..³²¿©ÃÖ°íÀÇÆÐ¼Ç m mx dpoii hfvwqxys,spam 
32834,Ä«µå°áÀç±Ý 1%´ë Çö±Ý¼­ºñ½ºº¸´Ù ½Ñ±Ý¸®·Î 5ºÐ¾È¿¡ °£ÆíÇØ°á zxymc ez,spam 
32835,"=?ISO-2022-JP?B?GyRCTCQ+NUJ6OHg5cCIoIzUjMCMwIzAxXyRHMys2SCQ3GyhC?=
 =?ISO-2022-JP?B?GyRCJF4kOyRzJCshKiEqGyhC?=",spam 
32836,Linda,spam 
32837,FW: Request for Confidential Information from the GAO,ham 
32838,BLUETOOTH ÝNTERNET TELEFONU,spam 
32839,[EDIS]  EARTHQUAKE INFORMATION [News: Statewide],ham 
32840,Party Zone 2005 line-up...,spam 
32841,Squirts movies ,spam 
32842,Hey.,spam 
32843,RE: EEX Confirm,ham 
32844,¡á¡á¡á 100% ´ëÃâ½ÂÀÎ! ´©±¸³ª °¡´É!¡á¡á¡á@ bjmbeuhbniw,spam 
32845,Follow up from Tuesday afternoon EES/EWS Operations coordination meeting,ham 
32846,Termination Right,ham 
32847,Blondie with meaty tits,spam 
32848,Party Zone 2005 line-up...,spam 
32849,New Master Physical,ham 
32850,FW: FW: New Gas Deal,ham 
32851,Party Zone 2005 line-up...,spam 
32852,¿ù 1%´ë °¡Àå ¾ÈÀüÇÑ ÃÊ°£Æí ´çÀÏ ´ëÃâ~~~!   i,spam 
32853,Profile Confirmation,ham 
32854,Same day Vicodin delivery.,spam 
32855,=?Big5?B?u7fC96Sjt3y5cbijqrq0Y7nap2EhMjAwNC8xMi8zMCCkVaTI?= 01:30:58,spam 
32856,from   Madam  Femia Bangura,spam 
32857,from   Madam  Femia Bangura,spam 
32858,Hollis,spam 
32859,µ¿ÀÏÁ÷Àå3°³¿ùÀÌ»ó ±Ù¹«ÇÑÁ÷ÀåÀÎ ¿ù0.5~1%±Ý¸® ezi cnojmy,spam 
32860,FW: CSC Work Request,ham 
32861,Best s0ftware prices.,spam 
32862,ÀÎÅÍ³Ý Ä«µå»ç)¸ðµç Ä«µå ´ëÃâ ¼Ó ½Ã¿øÈ÷ ¸·¾Æµå¸³´Ï´Ù!Àå±â»óÈ¯@ iqtmswligeqlftglh,spam 
32863,"=?ISO-2022-JP?B?GyRCTCQ+NUJ6OHg5cCIoIzUjMCMwIzAxXyRHMys2SCQ3GyhC?=
 =?ISO-2022-JP?B?GyRCJF4kOyRzJCshKiEqGyhC?=",spam 
32864,=?Windows-1251?B?TmV3IElDUSBYdHJheiE=?=,spam 
32865,Save the Date,ham 
32866,"lesson MACR0MEDIA, M1CR0S0FT, SYMANNTEC, PC GAMES FROM $20 EACH reading tuesday",spam 
32867,[EDIS]  EARTHQUAKE INFORMATION [News: Statewide],ham 
32868,"D|SC0UNT C!A""L!S                       """,spam 
32869,OASIS Posting - Remote Resource Business Practice (07/03/01),ham 
32870,°Õ°Õ¶¤¤k­¦4«üµw«õ¶}¥Þ¬y¥X²]¤ô¯S¼g1...meditates,spam 
32871,Is this st0ck Undervalued?,spam 
32872,"=?ISO-2022-JP?B?GyRCTCQ+NUJ6OHg5cCIoIzUjMCMwIzAxXyRHMys2SCQ3GyhC?=
 =?ISO-2022-JP?B?GyRCJF4kOyRzJCshKiEqGyhC?=",spam 
32873,"±¤°í)  ÃÊ°í¼Ó ÀÎÅÍ³Ý °¡ÀÔÇÏ¸é  !! º¹ÇÕ±â,¿Á¼Ç »óÇ°±Ç 60,000¿ø,»ïÃµ¸®21´Ü,DVD, ÃÖ°í±Þ ¿Á¸ÅÆ® Áß !! µå¸³´Ï´Ù~@  zzaovyj k ud nbccb",spam 
32874,Party Zone 2005 line-up...,spam 
32875,Super easy - meds on the net - save time & money. Hard to find meds avail,spam 
32876,Under The Radar Stox. Microcap Profile,spam 
32877,Kiss those big legs goodbye  ,spam 
32878,Entergy -- credits for network upgrades  (ER01-2021 and ER01-2106),ham 
32879,from   Madam  Femia Bangura,spam 
32880,just got this sent to me,spam 
32881,Under The Radar Stox. Microcap Profile,spam 
32882,Hey.,spam 
32883,FW: ENA Upstream Company information,ham 
32884,EOL Data for July 3rd,ham 
32885,Á¦1±ÝÀ¶±Ç ÀÚ°ÝÀÌ ¾ÈµÅ¾îµµ.´ëÃâÇØµå¸³´Ï´Ù.ÀºÇà±ÇÀÌÀÚ jnuiq fvq j   gb,spam 
32886,staminate,spam 
32887,¢Â²À°±À¸½Ã¸é! °á~Á¦99% ¿¬~Ã¼ ÃÖÀú±Ý¸® ÃÖ°í5000¸¸¿ø°áÁ¦  u q ,spam 
32888,¡Ú¡Ú¡Ú¸ÅÀÏ 100¸¸¿ø ¾¿ ¹ú¾î °¡¼¼¿ä.¡Ú¡Ú¡Ú,spam 
32889,Get discount drugs without prescription,spam 
32890,¢½¢¾¼¼½º¿µ¾î ¹«·á Ã¼Çè´Ü¿¡ ¼±Á¤ µÇ¼Ë½À´Ï´Ù y rrezk bmagx,spam 
32891,Your Order Details,spam 
32892,Investment Idea,spam 
32893,"FW: July 5 -- BNA, Inc. Daily Labor Report",ham 
32894,Tadalafil Soft Tabs - Great results!,spam 
32895,Impress your girl with a huge cumshot!,spam 
32896,OASIS Posting - Remote Resource Business Practice (07/03/01),ham 
32897,Hey.,spam 
32898,"=?ISO-2022-JP?B?GyRCTCQ+NUJ6OHg5cCIoIzUjMCMwIzAxXyRHMys2SCQ3GyhC?=
 =?ISO-2022-JP?B?GyRCJF4kOyRzJCshKiEqGyhC?=",spam 
32899,"umpteen \/1AGRRA, AD1PEX, \/AL1UUM, AMB1EEN, XAANAX, TUSS10NEX, C1AAL1S efficiency chalcedony",spam 
32900,¢Cªí©n±`¬°°Q¥Í¬¡¦ø­Ô¦oªº®¦«È¢Xslovenly,spam 
32901,Updated C/P list,ham 
32902,"=?utf-8?q?Someone has sent you?=
 =?utf-8?q? a Rolex gift?=",spam 
32903,note,spam 
32904,=?BIG5?B?wcqqq6iureypbL1YpGqkvbZ9LS0xMKTAxMGnWaVpp7mmqA==?=,spam 
32905,Hello mwhitt Happy Holidays check out this investment,spam 
32906,ÃÊÃ¢±â ½ÃÇè (À¯Åë°ü¸®»ç ~ ´©±¸³ª ½¬¿îÇÕ°Ý -¹«·áÀÚ·á ¹è¼Û »ó´ãÈ¯¿µ) kphhxwr t,spam 
32907,,ham 
32908,Hello Bait Happy Holidays check out this investment,spam 
32909,(±¤°í)2005³â °øÀÎÁß°³»ç ÀÚ°ÝÁõ ÁØºñÇÏ¼¼¿ä ÀÚ·á¸¦ ¹«·á·Î º¸³»µå¸³´Ï´Ù@ gnrbe qlhigw,spam 
32910,"=?ISO-2022-JP?B?GyRCTCQ+NUJ6OHg5cCIoIzUjMCMwIzAxXyRHMys2SCQ3GyhC?=
 =?ISO-2022-JP?B?GyRCJF4kOyRzJCshKiEqGyhC?=",spam 
32911,RE: LRCI tract,ham 
32912,Pre Schedule Workspace,ham 
32913,Re: PROPOSAL FOR EOTT REORGANIZATION,ham 
32914,=?Windows-1251?B?x+Dq4Ocg5Ov/IDxicnVjZWdAZW0uY2E+?=,spam 
32915,"EOL Data for July 2, 2001",ham 
32916,"=?ISO-2022-JP?B?GyRCTCQ+NUJ6OHg5cCIoIzUjMCMwIzAxXyRHMys2SCQ3GyhC?=
 =?ISO-2022-JP?B?GyRCJF4kOyRzJCshKiEqGyhC?=",spam 
32917,note,spam 
32918,SABIC,ham 
32919,ÇÊ¸³½ºÇü4Áß³¯¸éµµ±â¸¦ ¿ÕÃ¢¼¼ÀÏÇØ¼­ ´Üµ·12.500¿ø¿¡µå¸²´Ï´Ù  ugeg a,spam 
32920,Under The Radar Stox. Microcap Profile,spam 
32921,Investment Idea,spam 
32922,=?BIG5?B?YnJ1Y2VnvHOnaatIpU61by4utlKmV7PmsGW1b6tIs27F6bPhoUkuLqZXs+a+4w==?=,spam 
32923,Summer Vacation Plan,ham 
32924,¡Ú¡Ú¡Ú¸ÅÀÏ 100¸¸¿ø ¾¿ ¹ú¾î °¡¼¼¿ä.¡Ú¡Ú¡Ú,spam 
32925,(¿ì¼öÈ¸¿ø´Ô) Àü±¹ÃÖÀúÀÌÀ²..30ºÐ³» Áï½Ã ÀÔ±Ý¿Ï·áÇÏ°Ú½À´Ï´Ù q,spam 
32926,,spam 
32927,Investment Idea,spam 
32928,Investment Idea,spam 
32929,re[19],spam 
32930,Buy Cia'lis softtabs Online For Less                 '.,spam 
32931,[EDIS]  STAGE 1 ELECTRICAL EMERGENCY DECLARED [Urgent: Statewide],ham 
32932,=?BIG5?B?YnJ1Y2VnvHOnaatIpU61by4utlKmV7PmsGW1b6tIs27F6bPhoUkuLqZXs+a+4w==?=,spam 
32933,¡Ú°Ç»§ÀÇ Âü¸À! ÀÏµîº´ ±º´ë °Ç»§!¡Ù  iubdubz,spam 
32934,Á÷ÀåÀÎ±ÝÀ¶·Ð ³â5.8~12.5%ÀÇÃÖÀú±Ý¸®Àû¿ë z,spam 
32935,Diesel Definition,ham 
32936,FW: Credit Policies,ham 
32937,note,spam 
32938,,spam 
32939,"=?ISO-2022-JP?B?GyRCTCQ+NUJ6OHg5cCIoIzUjMCMwIzAxXyRHMys2SCQ3GyhC?=
 =?ISO-2022-JP?B?GyRCJF4kOyRzJCshKiEqGyhC?=",spam 
32940,"=?ISO-2022-JP?B?GyRCTCQ+NUJ6OHg5cCIoIzUjMCMwIzAxXyRHMys2SCQ3GyhC?=
 =?ISO-2022-JP?B?GyRCJF4kOyRzJCshKiEqGyhC?=",spam 
32941,"Enjoy the convenience! Get meds on the net, save time & money",spam 
32942,FW: Mariner Management Meeting Minutes,ham 
32943,CSC Work Request,ham 
32944,Internet Advertising agreement,ham 
32945,note,spam 
32946,"=?ISO-2022-JP?B?GyRCTCQ+NUJ6OHg5cCIoIzUjMCMwIzAxXyRHMys2SCQ3GyhC?=
 =?ISO-2022-JP?B?GyRCJF4kOyRzJCshKiEqGyhC?=",spam 
32947,FW: ENA Upstream Company/Mirant GISB,ham 
32948,re[21]:,spam 
32949,Project HUB,ham 
32950,Congratulation  You  Have  Won...,spam 
